Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,Viber 1,Viber 2,Telegram,YouTube,Широта,Долгота,2GIS URL
Дача,кафе-шашлычная,Кафе; Бары,"трасса Гнусино-Шихово, 41",,613117,,,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,4.1,11,88332446346,88332457247,,,,,,https://vk.com/public109140328,,,,,,,58.656076,49.786862,https://2gis.com/firm/70000001017481170
Охотник,кафе,Рюмочные; Быстрое питание,"Октябрьский проспект, 89",цокольный этаж,610005,,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,3.2,6,88332362650,,,,,,,,,,,,,,58.61587,49.655534,https://2gis.com/firm/8163302605591190
Зефир,кондитерская,Кондитерские изделия; Кофейни; Кафе-кондитерские,"Пролетарская улица, 14",цокольный этаж,610002,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 10:00-17:00; Вс: 10:00-17:00,+03:00,4.4,13,89127270008,,,,,,,https://vk.com/club84496688,https://wa.me/79127270008,,viber://chat/?number=79127270008,,,,58.589263,49.684989,https://2gis.com/firm/70000001054901910
Чизкеечная,,Кондитерские изделия; Кофейни; Кафе-кондитерские,"улица Воровского, 55",1 этаж,610027,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.7,125,88332754246,,,,,,,https://vk.com/cheesecakery,,,,,,,58.594052,49.665083,https://2gis.com/firm/70000001038348269
Basilic,кафе,Кафе,"Пролетарская улица, 24",,610002,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,,,89642565473,,,,,,,https://vk.com/kirov_basilic,https://wa.me/79642565473,,,,,,58.589249,49.67465,https://2gis.com/firm/70000001066419300
Барон Чайхаузен,кофейня-магазин,Кофейни; Продажа кофе; Продажа чая,"улица Карла Маркса, 62",1 этаж,610020,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,4.8,22,88332474035,89127170359,,,,,,https://vk.com/baron.chayhausen,https://wa.me/79127170359,,,,,,58.604505,49.669413,https://2gis.com/firm/70000001022038469
Время Простора,кафе,Столовые,"улица Щорса, 95",2 этаж,610035,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+03:00,3.9,14,,,,,,,,,,,,,,,58.579081,49.598067,https://2gis.com/firm/70000001019071753
Фуршет,кафе,Кафе,"Советская улица, 73а",,610008,,Нововятский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 11:00-23:00,+03:00,2.3,3,88332212215,,,,,,,,,,,,,,58.507889,49.703007,https://2gis.com/firm/8163302605593051
Нептун,кафе-бар,Кафе; Бары,"улица Ленина, 164 к5",1 этаж,610007,Зональный м-н,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 06:00-23:00; Вт: 06:00-23:00; Ср: 06:00-23:00; Чт: 06:00-23:00; Пт: 06:00-24:00; Сб: 06:00-24:00; Вс: 06:00-23:00,+03:00,5.0,1,88332356677,,,,,,,,,,,,,,58.576154,49.690682,https://2gis.com/firm/8163302605590776
Адыгский дворик,кафе,Кафе,"улица Орджоникидзе, 8а",,610047,ОЦМ м-н,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 12:00-21:00; Вт: 12:00-21:00; Ср: 12:00-21:00; Чт: 12:00-21:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-21:00,+03:00,2.3,3,88332732609,,,,,,,https://vk.com/club86885937,,,,,,,58.630305,49.623571,https://2gis.com/firm/8163302605590095
Чизкеечная,,Кондитерские изделия; Кофейни; Доставка готовых блюд; Кафе-кондитерские,"улица Розы Люксембург, 17а",1 этаж,610004,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,5.0,16,88332754246,,,,,,,https://vk.com/cheesecakery,,,,,,,58.612053,49.67911,https://2gis.com/firm/70000001048390095
Р7,кафе,Быстрое питание; Доставка готовых блюд,"улица Горького, 40",,610001,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,3.4,29,89123632628,,,,,,,https://vk.com/kafer7,,,,,,,58.585487,49.651698,https://2gis.com/firm/70000001039195734
Заборье,кафе,Кафе; Банкетные залы,"1 км автодороги Киров-Бобино-Сапожнята-Шунки, 1",,613117,,,,Слободской район,Кировская область,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+03:00,,,88332789441,88332462680,,,,,,https://vk.com/zaborye462680,,,,,,,58.65539,49.756037,https://2gis.com/firm/70000001067756786
Город,бар,Бары; Кафе,"проспект Россия, 28",,,,,Кирово-Чепецк,Кирово-Чепецк городской округ,Кировская область,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,2.7,3,89128248777,,,,,,,https://vk.com/bargorod,,,,,,,58.546971,50.043715,https://2gis.com/firm/70000001039154684
Зерно,пекарня,Кондитерские изделия; Кофейни; Пекарни; Доставка готовых блюд; Кафе-кондитерские,"улица Карла Маркса, 80",цокольный этаж,610017,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,4.0,25,88332480148,,,,,,,https://vk.com/bakeryzerno,,,,,,,58.600682,49.668539,https://2gis.com/firm/70000001019410617
Халяль,кафе,Быстрое питание,"Милицейская улица, 31",242-Т место,610002,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00; Вс: 08:00-18:00,+03:00,5.0,2,89229517171,,,,,,,,https://wa.me/79229517171,,viber://chat/?number=79229517171,,,,58.587592,49.675824,https://2gis.com/firm/70000001034647403
Пельменная,кафе,Быстрое питание,"улица Сурикова, 2",1 этаж,610035,Мининский м-н,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 07:00-22:00; Вт: 07:00-22:00; Ср: 07:00-22:00; Чт: 07:00-22:00; Пт: 07:00-22:00; Сб: 07:00-22:00; Вс: 07:00-22:00,+03:00,2.8,8,88332637392,,,,,,,,,,,,,,58.593066,49.637803,https://2gis.com/firm/8163302605588964
Сельмашевские бани,банный комплекс,Кафе,"улица Грибоедова, 15",2 этаж,610014,Дружба м-н,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,,,88332220737,,,,http://selbani.ru,,,,,,,,,,58.581538,49.620505,https://2gis.com/firm/70000001067331464
Пельмени,кафе,Кафе,"Преображенская улица, 9",1 этаж,610020,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:30-20:30; Вт: 08:30-20:30; Ср: 08:30-20:30; Чт: 08:30-20:30; Пт: 08:30-20:30; Сб: 08:30-20:30; Вс: 08:30-19:30,+03:00,3.9,13,89586671899,,,,,,,https://vk.com/pelmeni_kirov,,,,,,,58.605612,49.681267,https://2gis.com/firm/70000001035046705
Пельмени,кафе,Быстрое питание,"улица Карла Маркса, 79а",,610017,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,2.7,6,88332643791,88332321081 (отдел бухгалтерии),,,,,,,,,,,,,58.599146,49.667764,https://2gis.com/firm/8163302605592905
Трактиръ Колесо,,Рестораны,"улица Сурикова, 19",1 этаж,610035,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 11:30-23:00; Вт: 11:30-23:00; Ср: 11:30-23:00; Чт: 11:30-23:00; Пт: 11:30-01:00; Сб: 12:00-01:00; Вс: 12:00-23:00,+03:00,4.2,64,88332760533,88332430533,,,http://m-kyhnia.ru/koleso/surikova/,,,https://vk.com/mkyhnia,https://wa.me/79127242971,,viber://chat/?number=79127242971,,https://t.me/elena_shtin,,58.58771,49.635932,https://2gis.com/firm/8163302605677640
Frakcia,кофейня,Кофейни; Продажа кофе; Кондитерские изделия,"улица Ленина, 86",,610002,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.9,21,,,,,,,,https://vk.com/frakcia_coffee,,,,,,,58.601632,49.681431,https://2gis.com/firm/70000001056293257
Спартак,кафе,Кафе,"Московская улица, 104в",2 этаж,610033,,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 10:00-15:00; Вт: 10:00-15:00; Ср: 10:00-15:00; Чт: 10:00-15:00; Пт: 10:00-15:00,+03:00,,,88332524343,,,,,,,,,,,,,,58.5967,49.627454,https://2gis.com/firm/70000001027461179
Гринвич,харчевня,Бары; Кафе,"Пролетарская улица, 22Б",1 этаж,610002,Исторический центр,Первомайский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,5.0,1,,,,,,,,,,,,,,,58.589367,49.675927,https://2gis.com/firm/8163302605588364
Люди Говорят,кофейня,Кофейни,"Солнечная улица, 25Б",1 этаж,610021,Юго-Запад м-н,Ленинский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 09:00-21:00,+03:00,3.8,11,89172883059,89642500750,,,,,,https://vk.com/coffee_people_say,,,,,,,58.59051,49.603409,https://2gis.com/firm/70000001058980489
Корчма,кафе,Кафе,"улица Северная Набережная, 13",1 этаж,610047,Филейка м-н,Октябрьский район,Киров,Киров городской округ,Кировская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,1.0,1,88332586040,,,,,,,,,,,,,,58.64634,49.621909,https://2gis.com/firm/70000001047593553
